                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                      50                                      471                  1.5000000000000000E+001                  2.0000000000000000E-002                  4.5497190750010669E-001                  7.5836984583351114E-002                  3.4240964925263056E+003                  5.8016881120445587E+003                  2.1644041621543394E+002                 -1.2226705928118902E+001                  7.0000000000000018E-001                  2.9797635251138452E-005                  2.7997020236474895E-001                  3.4468833607861340E-003                  1.0103427409336068E-003                  9.3805276451495445E-003                  2.0850244238750366E-003                  1.5000000000000002E+001                  0.0000000000000000E+000                  1.0499999999999998E+001                  4.4696452876707646E-004                  4.1995530354712365E+000                  5.1703250411791982E-002                  1.5155141114004105E-002                  1.4070791467724314E-001                  3.1275366358125563E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2284676767542278E+006                  4.2195942096237868E+003                  2.5854543902246911E+007                  7.5558792737064066E-019                  7.5558792737064066E-019                  0.0000000000000000E+000                  3.0228517282881805E-020                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4357821468125368E+007                               "r24.03.1"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20260128"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  2.3353383604106659E+000                  3.5345459961407024E+000                 -8.0710402986056753E+000                  3.2648530470835362E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452730233322933E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  2.3353383603751094E+000                  3.5345460124929922E+000                 -8.0710401849359492E+000                  3.2648531778895120E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452733492918852E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999819090E+001                  2.3353383599818134E+000                  3.5345460499841956E+000                 -8.0710399243235358E+000                  3.2648534777905289E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452740966250147E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999570219E+001                  2.3353383593918688E+000                  3.5345460949736740E+000                 -8.0710396115889438E+000                  3.2648538376714789E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452749934244866E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999321350E+001                  2.3353383588019270E+000                  3.5345461549596910E+000                 -8.0710391946100053E+000                  3.2648543175122802E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2452761891566380E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999998906567E+001                  2.3353383578186913E+000                  3.5345462299423098E+000                 -8.0710386733871751E+000                  3.2648549173125452E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2452776838210290E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999998491788E+001                  2.3353383568354569E+000                  3.5345463424163794E+000                 -8.0710378915546279E+000                  3.2648558170113962E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  1.2452799258161040E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999997662224E+001                  2.3353383548689894E+000                  3.5345465673650875E+000                 -8.0710363278957100E+000                  3.2648576164035372E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452844098006528E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999996003099E+001                  2.3353383509360701E+000                  3.5345470772513772E+000                 -8.0710327836323632E+000                  3.2648616949982809E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2452945734721411E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4999999992021195E+001                  2.3353383414971400E+000                  3.5345481570237509E+000                 -8.0710252782734706E+000                  3.2648703318967414E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  1.2453160964136602E-027                  0.0000000000000000E+000                  0.0000000000000000E+000 
