                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     740                                     1988                  1.2000000000000000E+001                  2.0000000000000000E-002                  1.9242841866534945E+007                  6.8576143708976509E-003                  3.3804520277300744E+003                  7.1201939501113287E+004                  7.7794611859677536E+002                  1.8186493720777634E+000                  0.0000000000000000E+000                  1.3115118562877157E-023                  1.1743458525893504E-011                  3.3070492357806572E-006                  5.2882122543789241E-016                  5.1793139510757402E-001                  3.0180393807050626E-001                  1.0732625224951045E+001                 -2.5974485993792316E-006                  4.5522373748449541E+000                  1.6193274508992993E-004                  3.4818632547752473E+000                  2.9679395229194333E-001                  3.0640072379969460E-002                  1.2704454450793570E+000                  8.7407280103222218E-001                  3.9079791020117933E+000                  2.2978128244015585E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.6286998075462900E+007                  4.8972412050145870E+001                  1.5073501227846798E+006                  2.2090810960051303E+009                  2.9795884295251064E-009                  4.5632473054867834E+006                  3.5094500800282681E+008                  5.0000000000000000E+001                  1.0000000000000000E+003                  6.0725790648736312E+014                               "r24.03.1"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20260317"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 velocity                                       cp                                   csound                                       pp                                      cno                                tri_alpha                                  opacity                        mlt_mixing_length                                 brunt_N2                brunt_N2_composition_term                              log_brunt_N                             log_lamb_Sl1                             log_lamb_Sl2                             log_lamb_Sl3 
                                       1                  1.0732625224951045E+001                  2.8909495183181622E+000                  3.5289747772258542E+000                 -8.7927587570297661E+000                  2.5263996390527659E+000                  6.6833443196523812E-001                  3.1160284337668182E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801620120308790E+008                  5.7190691772478900E+005                  2.1542384522958618E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515377818295347E-004                  8.5765739517750964E+011                  2.6814206522295573E-013                  0.0000000000000000E+000                 -6.2858175250093629E+000                 -2.6237110424439805E+000                 -2.3851504150841496E+000                 -2.2346354172521590E+000 
                                       2                  1.0732625224942460E+001                  2.8909495183158525E+000                  3.5289747772986133E+000                 -8.7927587565212875E+000                  2.5263996396345503E+000                  6.6833443196523812E-001                  3.1160284337668187E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801620116461319E+008                  5.7190691779797745E+005                  2.1542384548181716E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515378036865008E-004                  8.5765739520533777E+011                  2.6814206512814454E-013                  0.0000000000000000E+000                 -6.2858175250861432E+000                 -2.6237110424277481E+000                 -2.3851504150679173E+000                 -2.2346354172359266E+000 
                                       3                  1.0732625224916772E+001                  2.8909495183089420E+000                  3.5289747775004985E+000                 -8.7927587551103930E+000                  2.5263996412488421E+000                  6.6833443196523812E-001                  3.1160284337668187E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801620105785796E+008                  5.7190691800105048E+005                  2.1542384618169252E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515378643334060E-004                  8.5765739539709485E+011                  2.6814206453909965E-013                  0.0000000000000000E+000                 -6.2858175255631643E+000                 -2.6237110423375283E+000                 -2.3851504149776970E+000                 -2.2346354171457063E+000 
                                       4                  1.0732625224847355E+001                  2.8909495182902707E+000                  3.5289747781338310E+000                 -8.7927587506842979E+000                  2.5263996463130192E+000                  6.6833443196523812E-001                  3.1160284337668193E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801620072295642E+008                  5.7190691863811377E+005                  2.1542384837726041E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515380545881299E-004                  8.5765739591525586E+011                  2.6814206293155587E-013                  0.0000000000000000E+000                 -6.2858175268649887E+000                 -2.6237110420937455E+000                 -2.3851504147339142E+000                 -2.2346354169019236E+000 
                                       5                  1.0732625224618420E+001                  2.8909495182286911E+000                  3.5289747806313390E+000                 -8.7927587332302615E+000                  2.5263996662832895E+000                  6.6833443196523812E-001                  3.1160284337668193E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801619940229267E+008                  5.7190692115033010E+005                  2.1542385703534982E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515388048461985E-004                  8.5765739762417590E+011                  2.6815872759460382E-013                  1.6669960524216307E-017                 -6.2858040318798336E+000                 -2.6237110412897335E+000                 -2.3851504139299022E+000                 -2.2346354160979116E+000 
                                       6                  1.0732625223670830E+001                  2.8909495179738047E+000                  3.5289747886738092E+000                 -8.7927586770248105E+000                  2.5263997305915131E+000                  6.6833443196523812E-001                  3.1160284337668187E-001                  2.0062724658080011E-002                  0.0000000000000000E+000                  1.7801619514949450E+008                  5.7190692924016574E+005                  2.1542388491611150E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515412208260506E-004                  8.5765740469760779E+011                  2.6821091190226426E-013                  6.8876194402110750E-017                 -6.2857617786364326E+000                 -2.6237110379618263E+000                 -2.3851504106019954E+000                 -2.2346354127700043E+000 
                                       7                  1.0732625220829771E+001                  2.8909495172096098E+000                  3.5289748048695517E+000                 -8.7927585638091745E+000                  2.5263998600938642E+000                  6.6833443189487529E-001                  3.1160284344727646E-001                  2.0062724657848197E-002                  0.0000000000000000E+000                  1.7801618657126606E+008                  5.7190694551220827E+005                  2.1542394103147598E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515460854810890E-004                  8.5765742588269666E+011                  2.6828917959317459E-013                  1.4720961343792882E-016                 -6.2856984212818796E+000                 -2.6237110279895344E+000                 -2.3851504006297031E+000                 -2.2346354027977124E+000 
                                       8                  1.0732625216041338E+001                  2.8909495159216050E+000                  3.5289748251991591E+000                 -8.7927584217292516E+000                  2.5264000226507854E+000                  6.6833443188323871E-001                  3.1160284345895134E-001                  2.0062724657810005E-002                  0.0000000000000000E+000                  1.7801617581879869E+008                  5.7190696595838957E+005                  2.1542401150287687E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515521924559454E-004                  8.5765746158395251E+011                  2.6837539340521925E-013                  2.3353420385040602E-016                 -6.2856286529665466E+000                 -2.6237110111830160E+000                 -2.3851503838231847E+000                 -2.2346353859911940E+000 
                                       9                  1.0732625211252904E+001                  2.8909495146335984E+000                  3.5289748542884998E+000                 -8.7927582183105280E+000                  2.5264002552509179E+000                  6.6833443159208084E-001                  3.1160284375106795E-001                  2.0062724656851216E-002                  0.0000000000000000E+000                  1.7801616037847432E+008                  5.7190699514009641E+005                  2.1542411222129959E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.6515609285368665E-004                  8.5765749723600208E+011                  2.6841901839880616E-013                  2.7726995107613281E-016                 -6.2855933580871417E+000                 -2.6237109943883450E+000                 -2.3851503670285137E+000                 -2.2346353691965231E+000 
