                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     450                                     1483                  1.5000000000000000E+001                  2.0000000000000000E-002                  1.1018124326299142E+007                  6.5665585007771961E+003                  1.2712129070147170E+004                  5.2678579219799714E+004                  4.7318786657510003E+001                 -3.1652717958480365E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.6240743259247554E-001                  1.1137333818580648E-001                  4.2980660792350693E-005                  1.8839472390936012E-003                  2.0215079306720743E-002                  1.5000000000000002E+001                  0.0000000000000000E+000                  7.4681590531579722E+000                  2.0994643048110044E-004                  7.0863902408996475E+000                  1.6146282832464395E-001                  7.5858697509638626E-002                  9.2975179389869766E-002                  5.3785726618180506E-002                  3.1435025924818087E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.4112748972378031E+005                  2.1256696566827372E+003                  2.8474572059760713E+006                  5.2590373131207714E+004                  4.3074666408692690E+004                  9.2064274954032462E+003                  2.9352829496291888E+003                  5.0000000000000000E+001                  1.0000000000000000E+003                  3.4770556023961781E+014                               "r24.03.1"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20260128"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.5000000000000002E+001                  1.6750335999731374E+000                  4.1042295503776165E+000                 -1.0384343149868032E+001                  2.1137812934465572E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0518726255481440E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  1.4999999999985002E+001                  1.6750328998909843E+000                  4.1042623803943767E+000                 -1.0384116445290921E+001                  2.1139773320419044E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0550325872172613E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  1.4999999999956250E+001                  1.6750315587144298E+000                  4.1042947357198463E+000                 -1.0383893138601715E+001                  2.1141704880403771E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0581467998803969E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  1.4999999999941876E+001                  1.6750308884662153E+000                  4.1043163033889440E+000                 -1.0383744361785201E+001                  2.1142992117905521E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0602225154171810E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  1.4999999999927500E+001                  1.6750302184444634E+000                  4.1043459555202935E+000                 -1.0383539916155561E+001                  2.1144761457644448E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0630760754950876E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  1.4999999999902345E+001                  1.6750290464507913E+000                  4.1044025529393586E+000                 -1.0383150002715603E+001                  2.1148137324122120E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0685220372523313E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  1.4999999999852028E+001                  1.6750267045385328E+000                  4.1044591318042123E+000                 -1.0382760577186637E+001                  2.1151510641235425E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0739660668001442E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  1.4999999999826873E+001                  1.6750255346177219E+000                  4.1045156976906165E+000                 -1.0382371675194111E+001                  2.1154881376515449E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.0794076514665634E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  1.4999999999776559E+001                  1.6750231968421196E+000                  4.1045910924027265E+000                 -1.0381853910322089E+001                  2.1159371721123788E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.0866598745303260E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      10                  1.4999999999726244E+001                  1.6750208618142628E+000                  4.1047229752605823E+000                 -1.0380950032820385E+001                  2.1167218838483586E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.0993410358842836E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      11                  1.4999999999600458E+001                  1.6750150362172587E+000                  4.1048547516551235E+000                 -1.0380048742652288E+001                  2.1175052222642137E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.1120122047089067E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      12                  1.4999999999550143E+001                  1.6750127107439137E+000                  4.1049488340695000E+000                 -1.0379406681575812E+001                  2.1180638978763429E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.1210549444339629E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      13                  1.4999999999474671E+001                  1.6750092276171757E+000                  4.1051180791014685E+000                 -1.0378254483539296E+001                  2.1190677386372254E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.1373159742017128E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      14                  1.4999999999323729E+001                  1.6750022795705986E+000                  4.1054990733737347E+000                 -1.0375673941334542E+001                  2.1213220347077697E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  6.1738921907188460E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      15                  1.4999999998964343E+001                  1.6749858332792358E+000                  4.1060343094539080E+000                 -1.0372075943310413E+001                  2.1244778593436577E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.2252538015788093E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      16                  1.4999999998604956E+001                  1.6749695208319968E+000                  4.1069412828933674E+000                 -1.0366060052358439E+001                  2.1297914801309670E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.3120872185340592E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      17                  1.4999999997742430E+001                  1.6749309022017060E+000                  4.1080864637874734E+000                 -1.0358581604277678E+001                  2.1364528084379870E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.4217217957224625E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      18                  1.4999999997052406E+001                  1.6749005275088062E+000                  4.1090985575769734E+000                 -1.0352089065405730E+001                  2.1422910360691385E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  6.5184459320942638E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      19                  1.4999999996362384E+001                  1.6748705972953439E+000                  4.1106070961671906E+000                 -1.0342615636145304E+001                  2.1509061589833856E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                  6.6621983460483054E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                      20                  1.4999999994982337E+001                  1.6748120105794839E+000                  4.1137103242700270E+000                 -1.0323818726318860E+001                  2.1683327215552808E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  6.9568812792506452E-030                  0.0000000000000000E+000                  0.0000000000000000E+000 
