                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     360                                     1368                  3.0000000000000000E+000                  2.0000000000000000E-002                  4.0461870185252416E+008                  4.7599409754258848E+005                  4.9307315989270746E+003                  1.2564703795119827E+002                  1.5360542808239829E+001                 -6.7845583169133153E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.2946689962146702E-001                  1.4458169709082397E-001                  9.8277921167533328E-003                  5.9812983190597000E-003                  6.0650908441304240E-003                  2.9979385076054275E+000                 -1.8494257925897562E-011                  1.6346243044342306E+000                  3.4987139840490631E-004                  1.2743846312208154E+000                  3.2907632334477625E-002                  1.4201145823027932E-002                  2.2242737558873241E-002                  7.0049244757951143E-003                  5.3967883884474066E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4798100703472923E+005                  1.0966487084756125E+005                  2.3860001449217108E+008                  1.2563193459992638E+002                  9.5478523151195319E+001                  2.7703675948972826E+001                  6.5767993124296966E+000                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.2768795145581216E+016                               "r24.03.1"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20260220"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 velocity                                       cp                                   csound                                       pp                                      cno                                tri_alpha                                  opacity                        mlt_mixing_length                                 brunt_N2                brunt_N2_composition_term                              log_brunt_N                             log_lamb_Sl1                             log_lamb_Sl2                             log_lamb_Sl3 
                                       1                  2.9979385076054275E+000                  1.1864065629909355E+000                  3.6929117243422618E+000                 -7.6681889859401000E+000                  3.8140611492819736E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613813992241606E+008                  7.0911424426909001E+005                  2.8491779435563732E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5643256587472368E-002                  1.7426208623184433E+009                  1.0848261992821772E-007                  0.0000000000000000E+000                 -3.4823199174232942E+000                 -8.2577722756090899E-001                 -5.8721660020107780E-001                 -4.3670160236908728E-001 
                                       2                  2.9979385076036289E+000                  1.1864065582729393E+000                  3.6929128621821770E+000                 -7.6681810221265776E+000                  3.8140702508129363E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613814396020356E+008                  7.0911516055877868E+005                  2.8492301977382934E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5643950501308856E-002                  1.7426222756439815E+009                  1.0848205416075625E-007                  0.0000000000000000E+000                 -3.4823210499103574E+000                 -8.2577704445513245E-001                 -5.8721641709530137E-001                 -4.3670141926331058E-001 
                                       3                  2.9979385075997689E+000                  1.1864065481490886E+000                  3.6929144144870154E+000                 -7.6681701579128321E+000                  3.8140826671646284E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613814947119167E+008                  7.0911641061149363E+005                  2.8493014843032618E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5644897182057579E-002                  1.7426284224038680E+009                  1.0847961595357771E-007                  0.0000000000000000E+000                 -3.4823259304955911E+000                 -8.2577626874659005E-001                 -5.8721564138675897E-001                 -4.3670064355476829E-001 
                                       4                  2.9979385075959093E+000                  1.1864065380254925E+000                  3.6929168861459405E+000                 -7.6681528603121247E+000                  3.8141024361589464E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613815825201190E+008                  7.0911840100675274E+005                  2.8494149878254006E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5646404557604941E-002                  1.7426345692906823E+009                  1.0847717772631124E-007                 -4.9237728523158595E-019                 -3.4823308112307343E+000                 -8.2577549303116138E-001                 -5.8721486567133030E-001                 -4.3669986783933967E-001 
                                       5                  2.9979385075874774E+000                  1.1864065159117172E+000                  3.6929202772365222E+000                 -7.6681291304023711E+000                  3.8141295567962197E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613817031069425E+008                  7.0912113180419873E+005                  2.8495707062765177E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5648472683535361E-002                  1.7426479973091793E+009                  1.0847185144054481E-007                 -1.7027575865727456E-018                 -3.4823414735348099E+000                 -8.2577379848218624E-001                 -5.8721317112235516E-001                 -4.3669817329036453E-001 
                                       6                  2.9979385075790455E+000                  1.1864064937991483E+000                  3.6929251756021606E+000                 -7.6680948569732106E+000                  3.8141687280683096E+000                  6.6585201723236054E-001                  3.1404959369778862E-001                  2.0098389069850842E-002                  0.0000000000000000E+000                  1.5613818775340995E+008                  7.0912507637921744E+005                  2.8497956275612874E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5651460137159530E-002                  1.7426614258767197E+009                  1.0846652506683119E-007                 -1.8872807465440182E-018                 -3.4823521365385166E+000                 -8.2577210389969435E-001                 -5.8721147653986328E-001                 -4.3669647870787265E-001 
                                       7                  2.9979385075631186E+000                  1.1864064520342492E+000                  3.6929342191878960E+000                 -7.6680315926578144E+000                  3.8142410350099381E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613822003140303E+008                  7.0913235900367517E+005                  2.8502108497837130E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5656975938160120E-002                  1.7426867928176188E+009                  1.0845646386763635E-007                 -3.6906706076066866E-019                 -3.4823722797391810E+000                 -8.2576890293450922E-001                 -5.8720827557467814E-001                 -4.3669327774268757E-001 
                                       8                  2.9979385075340765E+000                  1.1864063758857868E+000                  3.6929543805858018E+000                 -7.6678906109202787E+000                  3.8144021760310935E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613829234225062E+008                  7.0914859444374265E+005                  2.8511363718561929E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5669273907945609E-002                  1.7427330572660923E+009                  1.0843811598881777E-007                  5.7454450491722766E-019                 -3.4824090182438949E+000                 -8.2576306559628698E-001                 -5.8720243823645590E-001                 -4.3668744040446528E-001 
                                       9                  2.9979385074628753E+000                  1.1864061892596587E+000                  3.6929890586484686E+000                 -7.6676483223752596E+000                  3.8146791390895327E+000                  6.6585201723236065E-001                  3.1404959369778862E-001                  2.0098389069850731E-002                  0.0000000000000000E+000                  1.5613841783204937E+008                  7.0917651933554246E+005                  2.8527276587387982E-027                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.5690429468942797E-002                  1.7428465072430584E+009                  1.0839312961493924E-007                  2.6670628170790377E-019                 -3.4824991221132069E+000                 -8.2574875302108675E-001                 -5.8718812566125556E-001                 -4.3667312782926498E-001 
