                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                    2040                                     2266                  3.0000000000000000E+000                  2.0000000000000000E-002                  4.7204423634141451E+008                  8.2461536306711736E+001                  3.3462645661806378E+003                  8.0901788629685661E+003                  2.6761575235489738E+002                  2.6694848549217266E+001                  1.0000000000000500E-099                  1.0000000241114415E-099                  2.2826567914829641E-028                  3.3292765053764467E-001                  1.0000000562596817E-099                  6.4287709459304321E-001                  2.0117993941266371E-002                  2.9857372289286741E+000                 -5.6256373814256810E-008                  1.5600403180077858E+000                  3.3467368843268099E-004                  7.4414304446214408E-001                  2.7189636973480980E-001                  7.5040168218499072E-003                  3.7184072077662500E-001                  1.7804534538591210E-002                  6.4268845256041840E-001                  6.2495729200478634E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  2.5357052775795422E+007                  9.6964838468084693E+001                  3.6905701091423137E+006                  7.6872199507815831E+003                  7.4367832014105261E+003                  1.4921845445706350E+002                  6.0301528785029905E+002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.4896583192767822E+016                               "r24.03.1"                               "gfortran"                                  "9.2.0"                    "x86_64-linux-20.3.1"                                 "CRMATH"                               "20260220"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                 velocity                                       cp                                   csound                                       pp                                      cno                                tri_alpha                                  opacity                        mlt_mixing_length                                 brunt_N2                brunt_N2_composition_term                              log_brunt_N                             log_lamb_Sl1                             log_lamb_Sl2                             log_lamb_Sl3 
                                       1                  2.9857372289286741E+000                  2.4275116732193402E+000                  3.5245602747107121E+000                 -8.5286896225311910E+000                  2.7841024652979107E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232535365544906E+008                  5.5406941626543202E+005                  3.9274268697929888E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531845625430437E-003                  3.5952261942078186E+011                  1.2898218322660055E-012                  0.0000000000000000E+000                 -5.9447351381091664E+000                 -2.1740343686337611E+000                 -1.9354737412739305E+000                 -1.7849587434419396E+000 
                                       2                  2.9857372289268831E+000                  2.4275116732128970E+000                  3.5245602749315097E+000                 -8.5286896209909937E+000                  2.7841024670638337E+000                  6.6582565139370165E-001                  3.1407224015278046E-001                  2.0102108453517897E-002                  0.0000000000000000E+000                  2.0232535340462720E+008                  5.5406941652689630E+005                  3.9274268837220794E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531845706447596E-003                  3.5952261944564233E+011                  1.2898223887075335E-012                  5.5747366951458357E-019                 -5.9447350444297804E+000                 -2.1740343685885888E+000                 -1.9354737412287577E+000                 -1.7849587433967671E+000 
                                       3                  2.9857372289191946E+000                  2.4275116731852400E+000                  3.5245602757815599E+000                 -8.5286896150613867E+000                  2.7841024738624633E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232535243898576E+008                  5.5406941753351060E+005                  3.9274269373476941E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531846018355849E-003                  3.5952261970387787E+011                  1.2898221704762921E-012                  3.4842104311717534E-019                 -5.9447350811699682E+000                 -2.1740343682285048E+000                 -1.9354737408686737E+000                 -1.7849587430366829E+000 
                                       4                  2.9857372288903870E+000                  2.4275116730816113E+000                  3.5245602783990218E+000                 -8.5286895968030159E+000                  2.7841024947967110E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232534946559843E+008                  5.5406942063305795E+005                  3.9274271024710242E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531846978779391E-003                  3.5952262067147888E+011                  1.2898218747694146E-012                  8.7105260470693739E-020                 -5.9447351309535286E+000                 -2.1740343668792819E+000                 -1.9354737395194508E+000                 -1.7849587416874602E+000 
                                       5                  2.9857372288068169E+000                  2.4275116727809896E+000                  3.5245602860125342E+000                 -8.5286895436941919E+000                  2.7841025556889685E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232534081679288E+008                  5.5406942964883498E+005                  3.9274275827716314E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531849772400656E-003                  3.5952262347845935E+011                  1.2898216878964586E-012                  0.0000000000000000E+000                 -5.9447351624144229E+000                 -2.1740343629652354E+000                 -1.9354737356054046E+000                 -1.7849587377734140E+000 
                                       6                  2.9857372285635089E+000                  2.4275116719057550E+000                  3.5245602973465946E+000                 -8.5286894646323503E+000                  2.7841026463378236E+000                  6.6582565139370176E-001                  3.1407224015278040E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232532794151440E+008                  5.5406944307041459E+005                  3.9274282977837993E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531853931201055E-003                  3.5952263165075842E+011                  1.2898213974309988E-012                  0.0000000000000000E+000                 -5.9447352113155851E+000                 -2.1740343515698086E+000                 -1.9354737242099775E+000                 -1.7849587263779869E+000 
                                       7                  2.9857372283202008E+000                  2.4275116710305205E+000                  3.5245603161196670E+000                 -8.5286893336790293E+000                  2.7841027964831970E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232530661565974E+008                  5.5406946530113381E+005                  3.9274294820876342E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531860819596046E-003                  3.5952263982306006E+011                  1.2898211069654574E-012                  0.0000000000000000E+000                 -5.9447352602167731E+000                 -2.1740343401743787E+000                 -1.9354737128145474E+000                 -1.7849587149825570E+000 
                                       8                  2.9857372277575074E+000                  2.4275116690063787E+000                  3.5245603594116366E+000                 -8.5286890316922310E+000                  2.7841031427281586E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232525743680266E+008                  5.5406951656668109E+005                  3.9274322131699455E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531876704709153E-003                  3.5952265872300092E+011                  1.2898204352106883E-012                  0.0000000000000000E+000                 -5.9447353733097685E+000                 -2.1740343138203588E+000                 -1.9354736864605278E+000                 -1.7849586886285371E+000 
                                       9                  2.9857372264615085E+000                  2.4275116643443706E+000                  3.5245604471055234E+000                 -8.5286884199777919E+000                  2.7841038440936479E+000                  6.6582565139370176E-001                  3.1407224015278046E-001                  2.0102108453517786E-002                  0.0000000000000000E+000                  2.0232515781820524E+008                  5.5406962041220732E+005                  3.9274377453463755E-028                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.2531908882250288E-003                  3.5952270225351941E+011                  1.2898188880192225E-012                  0.0000000000000000E+000                 -5.9447356337867703E+000                 -2.1740342531215768E+000                 -1.9354736257617455E+000                 -1.7849586279297549E+000 
